[C:\Users\Physics-Lab\Desktop\Programs\Hyun\R-Tmeasurement-4pt_325.exe 1 1 221125_cl.dat 1e-2 30 300 3 ]

Time(sec)	Temperature(K)	     Resistance(Ohm)	    Current(A)  TempError(K)	ResError(Ohm)	CurrError(A)
2.364	300.2	3.15E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
5.42	300.22	2.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
7.774	300.5	3.05E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
10.147	300.84	3.02E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
12.547	301.19	3.11E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
14.948	301.51	3.10E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
17.353	301.8	3.26E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
19.75	302.06	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
22.152	302.28	3.23E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
24.551	302.49	3.01E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
26.954	302.68	3.15E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
29.359	302.85	3.09E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
31.758	303.01	3.18E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
34.154	303.16	3.09E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
36.556	303.29	3.14E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
38.953	303.41	3.18E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
41.356	303.52	3.21E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
43.753	303.62	3.18E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
46.154	303.71	3.16E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
48.554	303.79	3.32E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
50.956	303.86	3.10E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
53.359	303.92	3.05E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
55.757	303.98	3.06E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
58.156	304.03	3.08E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
60.557	304.07	3.31E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
62.957	304.1	3.13E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
65.361	304.13	3.11E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
67.758	304.16	3.13E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
70.161	304.18	3.07E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
72.559	304.19	3.05E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
74.962	304.2	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
77.365	304.2	3.06E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
79.764	304.2	3.07E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
82.166	304.2	3.13E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
84.562	304.19	3.00E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
86.964	304.18	3.21E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
89.37	304.16	3.27E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
91.763	304.14	3.26E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
94.163	304.12	3.15E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
96.564	304.1	3.13E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
98.963	304.07	3.29E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
101.367	304.04	3.22E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
103.765	304	3.18E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
106.166	303.97	3.11E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
108.566	303.93	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
110.966	303.89	3.29E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
113.37	303.85	3.21E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
115.768	303.8	3.20E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
118.167	303.75	3.29E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
120.57	303.71	3.33E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
122.97	303.66	3.22E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
125.376	303.6	3.25E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
127.775	303.55	3.33E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
130.177	303.49	3.34E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
132.572	303.44	3.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
134.974	303.38	3.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
137.373	303.32	3.41E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
139.773	303.26	3.29E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
142.172	303.19	3.35E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
144.573	303.13	3.41E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
146.972	303.06	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
149.377	303	3.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
151.774	302.93	3.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
154.174	302.86	3.40E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
156.575	302.79	3.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
158.975	302.72	3.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
161.379	302.65	3.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
163.776	302.58	3.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
166.178	302.5	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
168.578	302.43	3.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
170.979	302.35	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
173.384	302.28	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
175.783	302.2	3.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
178.185	302.12	3.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
180.581	302.05	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
182.982	301.97	3.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
185.388	301.89	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
187.78	301.8	3.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
190.18	301.72	3.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
192.581	301.64	3.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
194.982	301.56	3.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
197.386	301.47	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
199.783	301.39	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
202.183	301.31	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
204.583	301.22	3.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
206.984	301.14	3.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
209.388	301.05	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
211.788	300.96	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
214.186	300.88	3.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
216.586	300.79	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
218.988	300.7	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
221.394	300.61	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
223.793	300.52	3.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
226.189	300.44	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
228.591	300.35	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
230.988	300.25	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
233.392	300.16	3.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
235.789	300.07	3.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
238.189	299.98	3.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
240.59	299.89	3.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
242.991	299.8	3.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
245.395	299.7	3.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
247.792	299.61	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
250.192	299.52	3.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
252.593	299.42	3.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
254.993	299.33	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
257.396	299.24	3.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
259.794	299.14	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
262.195	299.05	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
264.597	298.95	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
266.996	298.86	3.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
269.402	298.76	3.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
271.801	298.67	3.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
274.204	298.57	3.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
276.599	298.47	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
279.002	298.38	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
281.401	298.28	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
283.798	298.19	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
286.197	298.09	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
288.599	297.99	3.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
290.999	297.89	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
293.403	297.79	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
295.801	297.7	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
298.201	297.6	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
300.601	297.5	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
303.002	297.4	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
305.406	297.3	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
307.802	297.2	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
310.204	297.1	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
312.605	297	3.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
315.007	296.9	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
317.413	296.8	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
319.812	296.7	3.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
322.206	296.6	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
324.609	296.5	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
327.011	296.4	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
329.41	296.3	3.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
331.808	296.2	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
334.208	296.1	3.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
336.609	296	3.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
339.009	295.9	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
341.413	295.8	3.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
343.809	295.69	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
346.209	295.59	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
348.611	295.49	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
351.012	295.39	3.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
353.416	295.29	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
355.811	295.19	3.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
358.214	295.08	3.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
360.614	294.98	3.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
363.016	294.87	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
365.423	294.77	3.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
367.822	294.67	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
370.216	294.56	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
372.618	294.46	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
375.017	294.35	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
377.419	294.25	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
379.817	294.14	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
382.217	294.03	3.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
384.618	293.93	3.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
387.018	293.82	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
389.421	293.72	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
391.818	293.61	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
394.219	293.5	3.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
396.619	293.4	3.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
399.019	293.29	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
401.425	293.18	3.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
403.821	293.08	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
406.223	292.97	3.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
408.623	292.87	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
411.026	292.76	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
413.431	292.65	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
415.831	292.55	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
418.226	292.44	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
420.628	292.33	2.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
423.025	292.22	4.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
425.428	292.12	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
427.825	292.01	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
430.226	291.9	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
432.626	291.8	3.42E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
435.027	291.69	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
437.431	291.58	3.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
439.828	291.47	3.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
442.228	291.36	3.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
444.628	291.26	3.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
447.03	291.15	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
449.432	291.04	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
451.831	290.93	3.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
454.231	290.82	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
456.634	290.71	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
459.036	290.61	3.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
461.442	290.5	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
463.833	290.39	3.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
466.236	290.28	3.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
468.638	290.17	3.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
471.035	290.06	3.42E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
473.437	289.95	3.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
475.835	289.84	3.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
478.235	289.73	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
480.635	289.62	3.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
483.036	289.51	3.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
485.439	289.4	3.42E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
487.837	289.29	3.41E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
490.237	289.18	3.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
492.638	289.07	3.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
495.04	288.96	3.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
497.443	288.85	3.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
499.841	288.74	3.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
502.241	288.63	3.42E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
504.643	288.52	3.42E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
507.047	288.41	3.41E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
509.446	288.3	3.40E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
511.843	288.19	3.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
514.246	288.07	3.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
516.642	287.96	3.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
519.042	287.85	3.41E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
521.446	287.74	3.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
523.844	287.63	3.42E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
526.244	287.52	3.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
528.645	287.41	3.42E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
531.045	287.3	3.37E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
533.448	287.18	3.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
535.846	287.07	3.40E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
538.245	286.96	3.37E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
540.648	286.85	3.37E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
543.05	286.74	3.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
545.452	286.63	3.39E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
547.849	286.51	3.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
550.251	286.4	3.35E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
552.654	286.29	3.40E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
555.056	286.18	3.40E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
557.454	286.07	3.37E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
559.854	285.96	3.33E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
562.258	285.85	3.40E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
564.652	285.73	3.34E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
567.051	285.62	3.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
569.456	285.51	3.36E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
571.852	285.4	3.36E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
574.253	285.29	3.33E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
576.654	285.17	3.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
579.054	285.06	3.31E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
581.458	284.95	3.30E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
583.855	284.84	3.31E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
586.255	284.72	3.33E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
588.656	284.61	3.36E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
591.056	284.5	3.33E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
593.461	284.39	3.37E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
595.86	284.28	3.35E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
598.258	284.16	3.31E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
600.661	284.05	3.32E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
603.06	283.94	3.34E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
605.466	283.82	3.26E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
607.865	283.71	3.26E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
610.261	283.6	3.26E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
612.663	283.49	3.25E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
615.066	283.38	3.30E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
617.465	283.26	3.30E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
619.862	283.15	3.26E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
622.262	283.04	3.28E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
624.662	282.92	3.22E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
627.062	282.81	3.27E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
629.467	282.7	3.21E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
631.864	282.58	3.27E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
634.265	282.47	3.23E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
636.665	282.36	3.25E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
639.065	282.24	3.24E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
641.47	282.13	3.26E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
643.866	282.02	3.25E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
646.269	281.91	3.25E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
648.669	281.79	3.18E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
651.071	281.68	3.14E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
653.477	281.56	3.20E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
655.869	281.45	3.20E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
658.27	281.34	3.19E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
660.672	281.23	3.22E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
663.07	281.11	3.20E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
665.474	281	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
667.871	280.89	3.21E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
670.271	280.77	3.18E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
672.671	280.65	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
675.072	280.54	3.18E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
677.476	280.43	3.14E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
679.873	280.31	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
682.274	280.2	3.16E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
684.674	280.08	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
687.074	279.97	3.13E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
689.478	279.85	3.16E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
691.875	279.74	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
694.277	279.62	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
696.675	279.51	3.19E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
699.079	279.4	3.17E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
701.482	279.28	3.16E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
703.881	279.17	3.11E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
706.284	279.05	3.06E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
708.678	278.94	3.13E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
711.081	278.82	3.13E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
713.487	278.71	3.09E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
715.88	278.59	3.05E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
718.281	278.48	3.08E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
720.68	278.36	3.07E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
723.081	278.25	3.09E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
725.485	278.13	3.10E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
727.882	278.02	3.09E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
730.281	277.9	3.09E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
732.683	277.79	3.09E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
735.084	277.67	3.08E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
737.488	277.56	3.04E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
739.884	277.44	3.07E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
742.286	277.33	3.07E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
744.685	277.21	3.04E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
747.087	277.1	3.00E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
749.49	276.98	3.02E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
751.89	276.87	3.04E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
754.292	276.75	2.99E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
756.695	276.64	3.03E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
759.09	276.53	3.00E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
761.495	276.41	2.99E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
763.894	276.29	3.05E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
766.289	276.18	3.03E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
768.69	276.06	2.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
771.09	275.95	3.02E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
773.494	275.83	2.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
775.891	275.72	2.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
778.291	275.6	2.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
780.691	275.49	2.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
783.092	275.37	2.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
785.496	275.26	2.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
787.894	275.14	2.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
790.296	275.03	2.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
792.695	274.91	2.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
