[C:\Users\Physics-Lab\Desktop\Programs\Hyun\R-Tmeasurement-4pt_325.exe 1 1 221125_cl.dat 1e-2 30 300 3 ]

Time(sec)	Temperature(K)	     Resistance(Ohm)	    Current(A)  TempError(K)	ResError(Ohm)	CurrError(A)
3173.944	157.11	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3176.343	157	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3178.745	156.88	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3181.149	156.76	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3183.545	156.65	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3185.949	156.53	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3188.348	156.42	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3190.744	156.3	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3193.144	156.19	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3195.545	156.07	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3197.949	155.95	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3200.346	155.84	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3202.746	155.72	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3205.147	155.61	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3207.548	155.49	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3209.951	155.37	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3212.347	155.26	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3214.748	155.14	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3217.149	155.02	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3219.551	154.91	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3221.954	154.79	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3224.352	154.67	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3226.752	154.55	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3229.154	154.44	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3231.557	154.32	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3233.957	154.2	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3236.355	154.08	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3238.757	153.97	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3241.153	153.85	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3243.553	153.73	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3245.957	153.61	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3248.355	153.5	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3250.755	153.38	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3253.156	153.26	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3255.556	153.14	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3257.96	153.02	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3260.357	152.91	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3262.757	152.79	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3265.158	152.67	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3267.559	152.56	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3269.962	152.44	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3272.361	152.32	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3274.76	152.2	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3277.162	152.09	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3279.562	151.97	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3281.967	151.85	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3284.367	151.73	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3286.764	151.62	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3289.165	151.5	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3291.567	151.38	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3293.967	151.27	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3296.364	151.15	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3298.764	151.03	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3301.164	150.91	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3303.566	150.8	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3305.969	150.68	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3308.365	150.56	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3310.766	150.45	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3313.166	150.33	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3315.567	150.21	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3317.972	150.09	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3320.368	149.98	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3322.771	149.86	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3325.171	149.74	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3327.573	149.63	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3329.979	149.51	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3332.378	149.39	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3334.772	149.28	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3337.175	149.16	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3339.572	149.04	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3341.976	148.93	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3344.373	148.81	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3346.772	148.69	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3349.173	148.58	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3351.573	148.46	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3353.977	148.34	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3356.375	148.23	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3358.776	148.11	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3361.176	147.99	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3363.576	147.88	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3365.982	147.76	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3368.378	147.64	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3370.777	147.53	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3373.18	147.41	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3375.582	147.29	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3377.988	147.18	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3380.387	147.06	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3382.781	146.95	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3385.184	146.83	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3387.58	146.71	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3389.985	146.6	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3392.382	146.48	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3394.782	146.36	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3397.182	146.25	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3399.583	146.13	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3401.987	146.01	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3404.383	145.9	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3406.784	145.78	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3409.185	145.66	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3411.586	145.55	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3413.989	145.43	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3416.387	145.31	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3418.789	145.2	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3421.189	145.08	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3423.591	144.97	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3425.998	144.85	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3428.39	144.73	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3430.791	144.61	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3433.196	144.49	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3435.589	144.37	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3437.993	144.25	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3440.391	144.14	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3442.791	144.02	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3445.192	143.9	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3447.592	143.78	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3449.996	143.66	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3452.392	143.55	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3454.793	143.43	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3457.195	143.31	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3459.593	143.19	1.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3462	143.07	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3464.396	142.96	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3466.799	142.84	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3469.201	142.72	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3471.604	142.6	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3474.002	142.49	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3476.401	142.37	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3478.806	142.25	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3481.199	142.13	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3483.599	142.02	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3486.002	141.9	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3488.399	141.78	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3490.8	141.66	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3493.2	141.54	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3495.6	141.43	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3498.005	141.31	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3500.401	141.19	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3502.802	141.07	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3505.203	140.96	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3507.604	140.84	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3510.008	140.72	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3512.406	140.6	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3514.807	140.49	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3517.207	140.37	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3519.609	140.25	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3522.015	140.13	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3524.414	140.02	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3526.808	139.9	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3529.211	139.78	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3531.609	139.67	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3534.011	139.55	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3536.408	139.43	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3538.809	139.31	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3541.209	139.2	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3543.61	139.08	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3546.014	138.96	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3548.411	138.85	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3550.811	138.73	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3553.212	138.61	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3555.612	138.5	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3558.017	138.38	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3560.413	138.26	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3562.815	138.14	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3565.215	138.03	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3567.618	137.91	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3570.024	137.79	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3572.423	137.68	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3574.818	137.56	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3577.22	137.45	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3579.617	137.33	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3582.021	137.21	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3584.418	137.1	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3586.818	136.98	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3589.219	136.86	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3591.62	136.75	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3594.023	136.63	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3596.42	136.51	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3598.82	136.4	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3601.221	136.28	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3603.622	136.16	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3606.028	136.05	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3608.424	135.93	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3610.823	135.81	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3613.226	135.7	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3615.628	135.58	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3618.035	135.47	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3620.426	135.35	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3622.828	135.23	1.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3625.233	135.12	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3627.626	135	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3630.03	134.88	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3632.426	134.77	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3634.827	134.65	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3637.228	134.54	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3639.628	134.42	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3642.031	134.3	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3644.428	134.19	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3646.829	134.07	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3649.229	133.96	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3651.63	133.84	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3654.035	133.72	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3656.432	133.61	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3658.832	133.49	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3661.234	133.37	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3663.633	133.26	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3666.039	133.14	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3668.438	133.03	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3670.842	132.91	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3673.236	132.8	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3675.638	132.68	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3678.047	132.57	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3680.436	132.45	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3682.837	132.33	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3685.236	132.22	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3687.638	132.1	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3690.041	131.99	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3692.438	131.87	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3694.839	131.75	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3697.239	131.64	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3699.639	131.52	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3702.043	131.41	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3704.441	131.29	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3706.841	131.17	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3709.242	131.06	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3711.642	130.94	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3714.047	130.83	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3716.443	130.71	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3718.845	130.6	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3721.248	130.48	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3723.651	130.37	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3726.049	130.25	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3728.448	130.14	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3730.852	130.02	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3733.245	129.9	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3735.646	129.78	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3738.05	129.67	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3740.447	129.55	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3742.848	129.43	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3745.249	129.31	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3747.649	129.19	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3750.052	129.08	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3752.449	128.96	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3754.849	128.84	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3757.25	128.72	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3759.651	128.61	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3762.056	128.49	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3764.453	128.37	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3766.854	128.25	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3769.253	128.14	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3771.656	128.02	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3774.062	127.9	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3776.456	127.79	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3778.857	127.67	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3781.259	127.55	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3783.661	127.43	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3786.059	127.32	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3788.456	127.2	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3790.855	127.08	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3793.257	126.97	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3795.658	126.85	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3798.061	126.73	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3800.458	126.62	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3802.858	126.5	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3805.259	126.38	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3807.66	126.26	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3810.066	126.15	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3812.462	126.03	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3814.861	125.91	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3817.264	125.8	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3819.666	125.68	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3822.072	125.56	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3824.463	125.45	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3826.866	125.33	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3829.268	125.21	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3831.664	125.1	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3834.068	124.98	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3836.465	124.86	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3838.865	124.74	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3841.266	124.63	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3843.666	124.51	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3846.07	124.39	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3848.467	124.27	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3850.867	124.15	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3853.268	124.04	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3855.67	123.92	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3858.072	123.8	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3860.471	123.69	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3862.872	123.57	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3865.274	123.45	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3867.677	123.33	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3870.082	123.22	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3872.473	123.1	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3874.876	122.98	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3877.272	122.87	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3879.674	122.75	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3882.078	122.63	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3884.474	122.52	2.06E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3886.874	122.4	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3889.275	122.28	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3891.675	122.16	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3894.078	122.05	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3896.475	121.93	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3898.877	121.81	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3901.278	121.7	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3903.68	121.58	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3906.082	121.46	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3908.478	121.35	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3910.88	121.23	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3913.283	121.11	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3915.687	120.99	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3918.086	120.88	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3920.483	120.77	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3922.885	120.65	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3925.288	120.53	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3927.683	120.41	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3930.086	120.3	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3932.484	120.18	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3934.884	120.06	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3937.284	119.95	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3939.685	119.83	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3942.088	119.71	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3944.486	119.6	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
